transactionId,accountId,amount,transactionType,timestamp,hour_of_day,day_of_week,account_age_days,user_transaction_count,transaction_velocity,amount_deviation,is_weekend,is_night_transaction,high_amount_flag,new_account_flag,is_fraud
2080,user_108,717.19,TRANSFER,2026-05-12T00:22:11.123742,0,1,4875,713,2,1.434,0,1,0,0,0
2081,user_108,868.11,DEPOSIT,2026-05-24T22:48:11.123742,22,6,4875,713,4,1.736,1,0,0,0,0
2082,user_108,880.13,WITHDRAW,2026-04-28T05:21:11.123742,5,1,4875,713,0,1.76,0,0,0,0,0
2083,user_108,1615.15,WITHDRAW,2026-02-22T12:18:11.123742,12,6,4875,713,2,3.23,1,0,0,0,0
2084,user_108,440.48,WITHDRAW,2025-09-02T06:32:11.123742,6,1,4875,713,1,0.881,0,0,0,0,0
2085,user_108,1785.67,DEPOSIT,2025-11-07T01:51:11.123742,1,4,4875,713,2,3.571,0,1,0,0,0
2086,user_108,925.89,DEPOSIT,2026-02-02T03:21:11.123742,3,0,4875,713,2,1.852,0,1,0,0,1
2087,user_108,158.16,DEPOSIT,2026-04-01T12:12:11.123742,12,2,4875,713,1,0.316,0,0,0,0,0
2088,user_108,969.45,DEPOSIT,2026-04-27T13:47:11.123742,13,0,4875,713,2,1.939,0,0,0,0,0
2089,user_108,2035.72,DEPOSIT,2026-04-30T23:44:11.123742,23,3,4875,713,5,4.071,0,0,0,0,1
2090,user_108,16.19,DEPOSIT,2026-02-27T06:33:11.123742,6,4,4875,713,1,0.032,0,0,0,0,1
2091,user_108,267.08,DEPOSIT,2025-12-15T19:12:11.123742,19,0,4875,713,1,0.534,0,0,0,0,0
2092,user_108,277.46,WITHDRAW,2026-06-08T04:23:11.123742,4,0,4875,713,6,0.555,0,1,0,0,1
2093,user_108,826.67,WITHDRAW,2026-06-12T13:08:11.123742,13,4,4875,713,2,1.653,0,0,0,0,0
2094,user_108,932.05,TRANSFER,2026-04-24T15:37:11.123742,15,4,4875,713,2,1.864,0,0,0,0,0
2095,user_108,144.62,DEPOSIT,2025-08-07T14:59:11.123742,14,3,4875,713,2,0.289,0,0,0,0,0
2096,user_109,265.06,TRANSFER,2025-11-18T16:52:11.123742,16,1,188,1666,1,1.325,0,0,0,0,1
2097,user_109,202.1,DEPOSIT,2025-12-10T01:40:11.123742,1,2,188,1666,2,1.011,0,1,0,0,0
2098,user_109,209.8,DEPOSIT,2025-11-03T18:48:11.123742,18,0,188,1666,1,1.049,0,0,0,0,0
2099,user_109,103.22,DEPOSIT,2025-12-21T09:56:11.123742,9,6,188,1666,1,0.516,1,0,0,0,0
2100,user_109,17.25,WITHDRAW,2025-09-02T23:35:11.123742,23,1,188,1666,1,0.086,0,0,0,0,0
2101,user_109,449.09,TRANSFER,2025-10-08T02:05:11.123742,2,2,188,1666,1,2.245,0,1,0,0,0
2102,user_109,249.68,WITHDRAW,2025-12-26T09:22:11.123742,9,4,188,1666,0,1.248,0,0,0,0,0
2103,user_109,308.33,TRANSFER,2025-09-23T01:14:11.123742,1,1,188,1666,2,1.542,0,1,0,0,0
2104,user_109,176.45,DEPOSIT,2026-05-21T16:38:11.123742,16,3,188,1666,2,0.882,0,0,0,0,0
2105,user_109,4.97,DEPOSIT,2025-10-12T02:58:11.123742,2,6,188,1666,2,0.025,1,1,0,0,0
2106,user_109,521.49,DEPOSIT,2026-06-14T15:10:11.123742,15,6,188,1666,3,2.607,1,0,0,0,0
2107,user_110,1303.55,DEPOSIT,2025-12-30T16:18:11.123742,16,1,2734,933,1,1.304,0,0,0,0,0
2108,user_110,2062.08,WITHDRAW,2026-01-26T16:27:11.123742,16,0,2734,933,3,2.062,0,0,0,0,0
2109,user_110,309.86,DEPOSIT,2025-08-05T23:23:11.123742,23,1,2734,933,1,0.31,0,0,0,0,0
2110,user_110,168.67,DEPOSIT,2025-10-11T19:41:11.123742,19,5,2734,933,0,0.169,1,0,0,0,1
2111,user_110,209.55,TRANSFER,2026-03-08T20:02:11.123742,20,6,2734,933,3,0.21,1,0,0,0,1
2112,user_110,174.57,TRANSFER,2025-07-13T13:30:11.123742,13,6,2734,933,0,0.175,1,0,0,0,0
2113,user_110,1194.18,WITHDRAW,2026-04-08T23:43:11.123742,23,2,2734,933,0,1.194,0,0,0,0,0
2114,user_110,874.02,WITHDRAW,2026-03-13T00:29:11.123742,0,4,2734,933,3,0.874,0,1,0,0,1
2115,user_110,1290.73,WITHDRAW,2026-05-21T19:41:11.123742,19,3,2734,933,1,1.291,0,0,0,0,0
2116,user_110,569.32,WITHDRAW,2025-07-06T10:42:11.123742,10,6,2734,933,3,0.569,1,0,0,0,1
2117,user_110,718.77,DEPOSIT,2025-08-08T02:00:11.123742,2,4,2734,933,2,0.719,0,1,0,0,0
2118,user_110,1786.77,TRANSFER,2026-06-20T00:17:11.123742,0,5,2734,933,0,1.787,1,1,0,0,0
2119,user_110,687.34,WITHDRAW,2025-07-11T03:44:11.123742,3,4,2734,933,3,0.687,0,1,0,0,1
2120,user_111,5062.47,TRANSFER,2026-05-04T14:45:11.123742,14,0,4149,2425,0,2.025,0,0,0,0,0
2121,user_111,5124.08,DEPOSIT,2025-08-26T12:07:11.123742,12,1,4149,2425,2,2.05,0,0,0,0,1
2122,user_111,921.3,DEPOSIT,2026-06-23T04:02:11.123742,4,1,4149,2425,1,0.369,0,1,0,0,0
2123,user_111,4902.64,WITHDRAW,2025-12-18T07:54:11.123742,7,3,4149,2425,2,1.961,0,0,0,0,0
2124,user_111,5267.63,TRANSFER,2026-04-27T12:07:11.123742,12,0,4149,2425,5,2.107,0,0,0,0,1
2125,user_111,2040.04,TRANSFER,2025-10-03T19:41:11.123742,19,4,4149,2425,0,0.816,0,0,0,0,1
2126,user_111,244.29,TRANSFER,2026-04-06T19:44:11.123742,19,0,4149,2425,1,0.098,0,0,0,0,0
2127,user_111,2990.49,DEPOSIT,2026-05-14T22:44:11.123742,22,3,4149,2425,1,1.196,0,0,0,0,0
2128,user_111,4039.39,WITHDRAW,2026-05-25T15:46:11.123742,15,0,4149,2425,2,1.616,0,0,0,0,0
2129,user_111,3245.53,WITHDRAW,2025-07-08T19:10:11.123742,19,1,4149,2425,2,1.298,0,0,0,0,0
2130,user_112,252.92,DEPOSIT,2025-07-25T01:34:11.123742,1,4,4816,612,0,0.253,0,1,0,0,0
2131,user_112,1169.66,DEPOSIT,2025-10-18T12:36:11.123742,12,5,4816,612,0,1.17,1,0,0,0,0
2132,user_112,125.41,DEPOSIT,2025-12-02T05:03:11.123742,5,1,4816,612,0,0.125,0,0,0,0,0
2133,user_112,76.36,DEPOSIT,2026-02-19T18:33:11.123742,18,3,4816,612,2,0.076,0,0,0,0,0
2134,user_112,547.96,DEPOSIT,2026-04-05T19:19:11.123742,19,6,4816,612,0,0.548,1,0,0,0,0
2135,user_112,1722.59,DEPOSIT,2025-11-15T09:57:11.123742,9,5,4816,612,0,1.723,1,0,0,0,0
2136,user_112,3919.55,DEPOSIT,2025-08-31T12:39:11.123742,12,6,4816,612,0,3.92,1,0,0,0,0
2137,user_112,1725.65,TRANSFER,2025-12-21T22:07:11.123742,22,6,4816,612,2,1.726,1,0,0,0,0
2138,user_112,1204.4,TRANSFER,2025-11-02T22:41:11.123742,22,6,4816,612,4,1.204,1,0,0,0,1
2139,user_112,1621.11,WITHDRAW,2026-03-14T10:53:11.123742,10,5,4816,612,0,1.621,1,0,0,0,0
2140,user_112,1794.53,DEPOSIT,2025-07-07T16:17:11.123742,16,0,4816,612,2,1.795,0,0,0,0,0
2141,user_112,1854.35,DEPOSIT,2025-08-15T14:31:11.123742,14,4,4816,612,6,1.854,0,0,0,0,1
2142,user_112,300.7,DEPOSIT,2025-12-07T04:24:11.123742,4,6,4816,612,2,0.301,1,1,0,0,0
2143,user_112,217.0,DEPOSIT,2026-01-12T03:22:11.123742,3,0,4816,612,2,0.217,0,1,0,0,0
2144,user_112,2567.05,DEPOSIT,2025-08-04T14:04:11.123742,14,0,4816,612,3,2.567,0,0,0,0,0
2145,user_112,1178.73,TRANSFER,2026-01-13T01:01:11.123742,1,1,4816,612,4,1.179,0,1,0,0,1
2146,user_112,2512.86,DEPOSIT,2025-07-25T12:46:11.123742,12,4,4816,612,0,2.513,0,0,0,0,0
2147,user_112,2867.19,DEPOSIT,2025-11-24T12:56:11.123742,12,0,4816,612,1,2.867,0,0,0,0,0
2148,user_112,2091.56,DEPOSIT,2025-12-24T04:25:11.123742,4,2,4816,612,2,2.092,0,1,0,0,1
2149,user_112,751.88,DEPOSIT,2026-04-19T09:54:11.123742,9,6,4816,612,1,0.752,1,0,0,0,0
2150,user_112,1543.32,TRANSFER,2026-04-07T17:04:11.123742,17,1,4816,612,2,1.543,0,0,0,0,1
2151,user_112,213.02,DEPOSIT,2026-05-12T14:51:11.123742,14,1,4816,612,1,0.213,0,0,0,0,0
2152,user_112,694.51,DEPOSIT,2026-05-15T01:11:11.123742,1,4,4816,612,1,0.695,0,1,0,0,0
2153,user_112,264.97,WITHDRAW,2026-05-05T12:00:11.123742,12,1,4816,612,1,0.265,0,0,0,0,0
2154,user_112,1272.63,WITHDRAW,2026-04-04T05:01:11.123742,5,5,4816,612,1,1.273,1,0,0,0,0
2155,user_112,2006.81,TRANSFER,2025-07-14T22:10:11.123742,22,0,4816,612,0,2.007,0,0,0,0,0
2156,user_112,898.06,WITHDRAW,2025-06-29T21:33:11.123742,21,6,4816,612,2,0.898,1,0,0,0,0
2157,user_112,1841.36,DEPOSIT,2025-08-02T03:25:11.123742,3,5,4816,612,3,1.841,1,1,0,0,1
2158,user_112,309.33,WITHDRAW,2025-07-06T14:50:11.123742,14,6,4816,612,1,0.309,1,0,0,0,0
2159,user_112,1068.72,DEPOSIT,2026-03-04T05:56:11.123742,5,2,4816,612,1,1.069,0,0,0,0,0
2160,user_112,847.45,TRANSFER,2025-07-25T02:46:11.123742,2,4,4816,612,3,0.847,0,1,0,0,1
2161,user_112,2290.48,DEPOSIT,2025-11-01T21:55:11.123742,21,5,4816,612,2,2.29,1,0,0,0,0
2162,user_112,954.4,DEPOSIT,2026-05-02T03:21:11.123742,3,5,4816,612,3,0.954,1,1,0,0,0
2163,user_112,465.15,TRANSFER,2026-06-23T11:36:11.123742,11,1,4816,612,3,0.465,0,0,0,0,1
2164,user_113,10973.96,WITHDRAW,2025-11-17T18:29:11.123742,18,0,4764,876,2,2.195,0,0,0,0,0
2165,user_114,2943.55,TRANSFER,2025-11-29T17:29:11.123742,17,5,3109,2717,1,1.177,1,0,0,0,0
2166,user_114,9093.36,TRANSFER,2026-06-05T04:56:11.123742,4,4,3109,2717,1,3.637,0,1,0,0,0
2167,user_114,3272.06,DEPOSIT,2025-09-14T11:06:11.123742,11,6,3109,2717,1,1.309,1,0,0,0,0
2168,user_114,2580.17,DEPOSIT,2026-01-11T08:53:11.123742,8,6,3109,2717,1,1.032,1,0,0,0,0
2169,user_114,3933.94,DEPOSIT,2025-07-20T07:36:11.123742,7,6,3109,2717,3,1.574,1,0,0,0,1
2170,user_114,8668.61,DEPOSIT,2025-12-19T16:56:11.123742,16,4,3109,2717,0,3.467,0,0,0,0,0
2171,user_114,1458.03,DEPOSIT,2026-06-21T13:04:11.123742,13,6,3109,2717,1,0.583,1,0,0,0,0
2172,user_114,844.22,DEPOSIT,2025-08-26T15:12:11.123742,15,1,3109,2717,0,0.338,0,0,0,0,0
2173,user_114,3143.02,DEPOSIT,2026-05-06T01:15:11.123742,1,2,3109,2717,1,1.257,0,1,0,0,0
2174,user_114,1440.67,TRANSFER,2026-01-15T00:38:11.123742,0,3,3109,2717,2,0.576,0,1,0,0,0
2175,user_114,5924.12,DEPOSIT,2025-07-23T05:42:11.123742,5,2,3109,2717,2,2.37,0,0,0,0,0
2176,user_114,799.57,WITHDRAW,2025-10-30T13:50:11.123742,13,3,3109,2717,2,0.32,0,0,0,0,1
2177,user_114,3988.94,DEPOSIT,2026-03-26T16:18:11.123742,16,3,3109,2717,4,1.596,0,0,0,0,1
2178,user_114,3429.77,TRANSFER,2026-05-06T00:58:11.123742,0,2,3109,2717,2,1.372,0,1,0,0,0
2179,user_114,1530.33,WITHDRAW,2025-09-28T17:28:11.123742,17,6,3109,2717,2,0.612,1,0,0,0,0
2180,user_114,3981.58,TRANSFER,2026-06-19T21:11:11.123742,21,4,3109,2717,0,1.593,0,0,0,0,0
2181,user_114,5443.08,TRANSFER,2026-04-02T18:55:11.123742,18,3,3109,2717,1,2.177,0,0,0,0,1
2182,user_114,3173.34,TRANSFER,2025-08-26T06:14:11.123742,6,1,3109,2717,3,1.269,0,0,0,0,1
2183,user_114,3334.36,WITHDRAW,2025-11-16T14:45:11.123742,14,6,3109,2717,0,1.334,1,0,0,0,0
2184,user_114,1361.49,DEPOSIT,2025-06-29T23:47:11.123742,23,6,3109,2717,1,0.545,1,0,0,0,0
2185,user_114,2756.91,DEPOSIT,2025-10-27T17:04:11.123742,17,0,3109,2717,2,1.103,0,0,0,0,0
2186,user_114,4030.9,WITHDRAW,2026-05-31T23:16:11.123742,23,6,3109,2717,3,1.612,1,0,0,0,0
2187,user_114,5396.16,TRANSFER,2025-09-17T13:24:11.123742,13,2,3109,2717,2,2.158,0,0,0,0,0
2188,user_114,4408.65,DEPOSIT,2026-03-17T01:10:11.123742,1,1,3109,2717,4,1.763,0,1,0,0,1
2189,user_114,2241.3,TRANSFER,2025-08-12T15:11:11.123742,15,1,3109,2717,2,0.897,0,0,0,0,0
2190,user_114,1500.77,WITHDRAW,2026-04-27T16:10:11.123742,16,0,3109,2717,0,0.6,0,0,0,0,0
2191,user_114,3220.72,DEPOSIT,2026-04-07T10:58:11.123742,10,1,3109,2717,1,1.288,0,0,0,0,0
2192,user_114,83.83,DEPOSIT,2025-11-12T03:41:11.123742,3,2,3109,2717,2,0.034,0,1,0,0,0
2193,user_114,4819.48,DEPOSIT,2026-04-20T01:43:11.123742,1,0,3109,2717,1,1.928,0,1,0,0,0
2194,user_114,4946.31,TRANSFER,2026-04-27T05:26:11.123742,5,0,3109,2717,2,1.979,0,0,0,0,0
2195,user_114,7674.13,WITHDRAW,2026-03-07T15:01:11.123742,15,5,3109,2717,1,3.07,1,0,0,0,1
2196,user_114,2090.1,TRANSFER,2025-11-25T13:45:11.123742,13,1,3109,2717,2,0.836,0,0,0,0,0
2197,user_114,136.39,DEPOSIT,2025-08-11T02:13:11.123742,2,0,3109,2717,2,0.055,0,1,0,0,1
2198,user_114,2663.49,TRANSFER,2026-05-13T19:52:11.123742,19,2,3109,2717,4,1.065,0,0,0,0,0
2199,user_114,1183.6,DEPOSIT,2025-11-23T23:06:11.123742,23,6,3109,2717,1,0.473,1,0,0,0,1
2200,user_115,11814.24,DEPOSIT,2026-04-29T02:20:11.123742,2,2,1280,2808,1,0.473,0,1,0,0,0
2201,user_115,11340.03,DEPOSIT,2025-11-16T04:43:11.123742,4,6,1280,2808,1,0.454,1,1,0,0,0
2202,user_115,70703.62,TRANSFER,2025-11-08T23:40:11.123742,23,5,1280,2808,2,2.828,1,0,1,0,1
2203,user_115,57719.83,WITHDRAW,2025-11-28T08:24:11.123742,8,4,1280,2808,3,2.309,0,0,1,0,1
2204,user_115,12682.81,WITHDRAW,2026-04-24T07:21:11.123742,7,4,1280,2808,0,0.507,0,0,0,0,0
2205,user_115,23231.85,TRANSFER,2025-12-11T21:14:11.123742,21,3,1280,2808,1,0.929,0,0,1,0,1
2206,user_115,52548.17,TRANSFER,2026-06-04T10:21:11.123742,10,3,1280,2808,7,2.102,0,0,1,0,1
2207,user_115,37940.85,DEPOSIT,2026-06-09T16:12:11.123742,16,1,1280,2808,0,1.518,0,0,1,0,1
2208,user_115,20581.61,DEPOSIT,2026-01-28T18:17:11.123742,18,2,1280,2808,1,0.823,0,0,1,0,0
2209,user_115,15802.77,DEPOSIT,2025-07-23T07:36:11.123742,7,2,1280,2808,1,0.632,0,0,0,0,0
2210,user_115,17217.65,TRANSFER,2025-08-17T12:32:11.123742,12,6,1280,2808,1,0.689,1,0,0,0,0
2211,user_115,17132.17,DEPOSIT,2025-10-29T16:38:11.123742,16,2,1280,2808,2,0.685,0,0,0,0,0
2212,user_115,23588.84,DEPOSIT,2026-04-30T16:17:11.123742,16,3,1280,2808,4,0.944,0,0,1,0,1
2213,user_115,17533.05,TRANSFER,2026-03-11T14:02:11.123742,14,2,1280,2808,3,0.701,0,0,0,0,0
2214,user_115,68014.39,TRANSFER,2025-09-12T17:09:11.123742,17,4,1280,2808,1,2.721,0,0,1,0,1
2215,user_115,16918.42,DEPOSIT,2025-10-20T05:18:11.123742,5,0,1280,2808,1,0.677,0,0,0,0,0
2216,user_115,10942.09,WITHDRAW,2025-08-09T16:37:11.123742,16,5,1280,2808,3,0.438,1,0,0,0,1
2217,user_115,42876.38,TRANSFER,2025-07-16T09:38:11.123742,9,2,1280,2808,0,1.715,0,0,1,0,0
2218,user_115,13089.67,WITHDRAW,2026-01-09T07:29:11.123742,7,4,1280,2808,0,0.524,0,0,0,0,0
2219,user_115,5890.21,WITHDRAW,2025-11-12T16:50:11.123742,16,2,1280,2808,2,0.236,0,0,0,0,0
2220,user_115,8151.52,DEPOSIT,2025-11-12T22:07:11.123742,22,2,1280,2808,0,0.326,0,0,0,0,0
2221,user_115,26601.73,DEPOSIT,2026-03-12T05:45:11.123742,5,3,1280,2808,3,1.064,0,0,1,0,1
2222,user_115,56869.5,WITHDRAW,2025-07-21T01:20:11.123742,1,0,1280,2808,2,2.275,0,1,1,0,1
2223,user_115,49365.47,TRANSFER,2025-08-19T14:00:11.123742,14,1,1280,2808,1,1.975,0,0,1,0,1
2224,user_115,71644.64,DEPOSIT,2025-08-23T05:42:11.123742,5,5,1280,2808,3,2.866,1,0,1,0,1
2225,user_115,22874.14,DEPOSIT,2025-07-26T07:44:11.123742,7,5,1280,2808,1,0.915,1,0,1,0,0
2226,user_116,174.46,DEPOSIT,2026-01-03T22:53:11.123742,22,5,904,1601,3,0.349,1,0,0,0,0
2227,user_116,158.99,DEPOSIT,2025-11-06T04:19:11.123742,4,3,904,1601,1,0.318,0,1,0,0,0
2228,user_116,887.67,WITHDRAW,2026-01-06T20:32:11.123742,20,1,904,1601,0,1.775,0,0,0,0,0
2229,user_116,619.1,DEPOSIT,2025-09-28T15:16:11.123742,15,6,904,1601,3,1.238,1,0,0,0,0
2230,user_116,768.47,TRANSFER,2026-01-20T12:48:11.123742,12,1,904,1601,1,1.537,0,0,0,0,1
2231,user_116,345.66,WITHDRAW,2026-02-25T18:31:11.123742,18,2,904,1601,0,0.691,0,0,0,0,0
2232,user_116,67.47,DEPOSIT,2026-01-31T01:06:11.123742,1,5,904,1601,1,0.135,1,1,0,0,0
2233,user_116,686.15,TRANSFER,2025-10-12T00:47:11.123742,0,6,904,1601,1,1.372,1,1,0,0,0
2234,user_116,294.28,TRANSFER,2026-04-13T17:20:11.123742,17,0,904,1601,0,0.589,0,0,0,0,0
2235,user_116,314.32,WITHDRAW,2025-10-12T15:54:11.123742,15,6,904,1601,1,0.629,1,0,0,0,0
2236,user_116,775.62,DEPOSIT,2026-06-10T09:48:11.123742,9,2,904,1601,2,1.551,0,0,0,0,0
2237,user_116,327.32,DEPOSIT,2026-02-03T10:45:11.123742,10,1,904,1601,2,0.655,0,0,0,0,0
2238,user_116,262.69,WITHDRAW,2026-04-27T22:12:11.123742,22,0,904,1601,2,0.525,0,0,0,0,0
2239,user_116,127.7,TRANSFER,2026-04-17T10:46:11.123742,10,4,904,1601,3,0.255,0,0,0,0,0
2240,user_116,283.79,WITHDRAW,2026-05-06T22:46:11.123742,22,2,904,1601,4,0.568,0,0,0,0,0
2241,user_116,1968.09,DEPOSIT,2026-02-15T15:20:11.123742,15,6,904,1601,3,3.936,1,0,0,0,0
2242,user_116,497.36,TRANSFER,2025-12-05T00:43:11.123742,0,4,904,1601,1,0.995,0,1,0,0,0
2243,user_116,434.25,WITHDRAW,2025-12-28T16:44:11.123742,16,6,904,1601,1,0.869,1,0,0,0,0
2244,user_116,603.89,DEPOSIT,2025-12-08T05:46:11.123742,5,0,904,1601,1,1.208,0,0,0,0,0
2245,user_116,231.44,DEPOSIT,2026-05-13T02:53:11.123742,2,2,904,1601,1,0.463,0,1,0,0,0
2246,user_116,788.15,DEPOSIT,2025-07-11T04:06:11.123742,4,4,904,1601,2,1.576,0,1,0,0,0
2247,user_116,435.21,TRANSFER,2025-08-24T13:19:11.123742,13,6,904,1601,3,0.87,1,0,0,0,1
2248,user_116,288.86,DEPOSIT,2025-10-24T16:12:11.123742,16,4,904,1601,0,0.578,0,0,0,0,0
2249,user_116,167.26,DEPOSIT,2025-08-29T22:35:11.123742,22,4,904,1601,0,0.335,0,0,0,0,0
2250,user_116,939.84,DEPOSIT,2026-04-05T07:07:11.123742,7,6,904,1601,4,1.88,1,0,0,0,1
2251,user_116,1253.18,TRANSFER,2025-11-11T17:05:11.123742,17,1,904,1601,0,2.506,0,0,0,0,0
2252,user_117,2.34,DEPOSIT,2025-06-26T09:11:11.123742,9,3,225,1308,0,0.002,0,0,0,0,0
2253,user_117,64.2,DEPOSIT,2025-11-28T23:33:11.123742,23,4,225,1308,3,0.064,0,0,0,0,1
2254,user_117,492.61,DEPOSIT,2025-08-27T03:39:11.123742,3,2,225,1308,1,0.493,0,1,0,0,0
2255,user_117,2429.27,WITHDRAW,2025-09-27T05:04:11.123742,5,5,225,1308,1,2.429,1,0,0,0,0
2256,user_117,1282.22,WITHDRAW,2026-06-23T10:22:11.123742,10,1,225,1308,2,1.282,0,0,0,0,0
2257,user_117,45.13,WITHDRAW,2025-10-21T05:01:11.123742,5,1,225,1308,2,0.045,0,0,0,0,0
2258,user_117,1465.93,WITHDRAW,2025-12-18T11:28:11.123742,11,3,225,1308,1,1.466,0,0,0,0,0
2259,user_117,669.38,TRANSFER,2026-03-29T05:29:11.123742,5,6,225,1308,2,0.669,1,0,0,0,0
2260,user_117,1254.99,WITHDRAW,2026-05-04T19:56:11.123742,19,0,225,1308,1,1.255,0,0,0,0,0
2261,user_117,2494.99,WITHDRAW,2026-04-04T21:31:11.123742,21,5,225,1308,1,2.495,1,0,0,0,0
2262,user_117,909.14,TRANSFER,2026-04-04T16:17:11.123742,16,5,225,1308,0,0.909,1,0,0,0,0
2263,user_117,766.21,DEPOSIT,2025-06-27T04:51:11.123742,4,4,225,1308,0,0.766,0,1,0,0,0
2264,user_117,1070.58,WITHDRAW,2026-03-14T07:04:11.123742,7,5,225,1308,1,1.071,1,0,0,0,0
2265,user_117,910.66,DEPOSIT,2025-11-10T22:32:11.123742,22,0,225,1308,1,0.911,0,0,0,0,0
2266,user_117,1460.44,WITHDRAW,2026-05-16T17:14:11.123742,17,5,225,1308,2,1.46,1,0,0,0,0
2267,user_118,35565.35,WITHDRAW,2025-07-31T05:32:11.123742,5,3,4846,458,1,1.423,0,0,1,0,1
2268,user_118,66481.31,WITHDRAW,2026-01-13T10:01:11.123742,10,1,4846,458,1,2.659,0,0,1,0,0
2269,user_118,86671.46,DEPOSIT,2025-10-20T06:22:11.123742,6,0,4846,458,2,3.467,0,0,1,0,1
2270,user_118,72471.99,WITHDRAW,2026-04-27T05:29:11.123742,5,0,4846,458,3,2.899,0,0,1,0,1
2271,user_118,27258.16,WITHDRAW,2026-04-01T12:02:11.123742,12,2,4846,458,0,1.09,0,0,1,0,1
2272,user_118,5434.53,DEPOSIT,2025-07-14T19:30:11.123742,19,0,4846,458,0,0.217,0,0,0,0,0
2273,user_118,50182.01,WITHDRAW,2026-02-15T20:58:11.123742,20,6,4846,458,3,2.007,1,0,1,0,1
2274,user_118,12050.27,DEPOSIT,2026-03-02T05:29:11.123742,5,0,4846,458,1,0.482,0,0,0,0,0
2275,user_118,63736.08,DEPOSIT,2026-02-07T09:34:11.123742,9,5,4846,458,3,2.549,1,0,1,0,1
2276,user_118,21418.9,DEPOSIT,2025-08-02T04:54:11.123742,4,5,4846,458,1,0.857,1,1,1,0,1
2277,user_118,5006.26,WITHDRAW,2025-08-25T03:02:11.123742,3,0,4846,458,1,0.2,0,1,0,0,0
2278,user_118,4279.98,WITHDRAW,2026-02-15T05:44:11.123742,5,6,4846,458,0,0.171,1,0,0,0,0
2279,user_118,32639.5,TRANSFER,2026-01-01T04:41:11.123742,4,3,4846,458,2,1.306,0,1,1,0,1
2280,user_118,78657.49,DEPOSIT,2026-01-30T20:29:11.123742,20,4,4846,458,3,3.146,0,0,1,0,1
2281,user_118,19663.7,WITHDRAW,2026-01-23T23:34:11.123742,23,4,4846,458,2,0.787,0,0,0,0,0
2282,user_118,5835.42,DEPOSIT,2026-02-20T04:10:11.123742,4,4,4846,458,3,0.233,0,1,0,0,1
2283,user_118,66539.35,WITHDRAW,2026-05-05T20:02:11.123742,20,1,4846,458,2,2.662,0,0,1,0,1
2284,user_118,32718.11,DEPOSIT,2026-06-04T20:10:11.123742,20,3,4846,458,1,1.309,0,0,1,0,0
2285,user_118,63249.77,WITHDRAW,2025-12-09T21:44:11.123742,21,1,4846,458,2,2.53,0,0,1,0,1
2286,user_118,51173.06,DEPOSIT,2025-10-17T23:24:11.123742,23,4,4846,458,4,2.047,0,0,1,0,1
2287,user_118,20264.03,TRANSFER,2025-09-22T01:39:11.123742,1,0,4846,458,3,0.811,0,1,1,0,1
2288,user_118,46344.66,WITHDRAW,2026-05-05T07:18:11.123742,7,1,4846,458,4,1.854,0,0,1,0,1
2289,user_118,13137.51,WITHDRAW,2026-03-27T16:48:11.123742,16,4,4846,458,0,0.526,0,0,0,0,0
2290,user_118,46525.91,DEPOSIT,2025-08-23T09:51:11.123742,9,5,4846,458,1,1.861,1,0,1,0,1
2291,user_119,203.7,DEPOSIT,2026-01-11T17:09:11.123742,17,6,4458,2247,1,1.018,1,0,0,0,0
2292,user_119,306.75,TRANSFER,2025-07-19T01:27:11.123742,1,5,4458,2247,1,1.534,1,1,0,0,0
2293,user_119,161.47,DEPOSIT,2026-03-25T17:12:11.123742,17,2,4458,2247,0,0.807,0,0,0,0,0
2294,user_119,21.41,TRANSFER,2025-09-13T21:28:11.123742,21,5,4458,2247,2,0.107,1,0,0,0,0
2295,user_119,652.81,WITHDRAW,2025-07-04T01:56:11.123742,1,4,4458,2247,2,3.264,0,1,0,0,1
2296,user_119,192.49,DEPOSIT,2026-01-29T23:36:11.123742,23,3,4458,2247,1,0.962,0,0,0,0,0
2297,user_119,414.58,TRANSFER,2026-01-12T03:54:11.123742,3,0,4458,2247,0,2.073,0,1,0,0,0
2298,user_119,314.92,DEPOSIT,2025-11-20T04:16:11.123742,4,3,4458,2247,1,1.575,0,1,0,0,0
2299,user_119,140.94,WITHDRAW,2026-06-11T09:19:11.123742,9,3,4458,2247,2,0.705,0,0,0,0,0
2300,user_119,129.62,DEPOSIT,2026-04-27T08:55:11.123742,8,0,4458,2247,2,0.648,0,0,0,0,0
2301,user_119,197.81,DEPOSIT,2026-05-17T05:35:11.123742,5,6,4458,2247,0,0.989,1,0,0,0,0
2302,user_119,176.51,WITHDRAW,2025-12-21T00:38:11.123742,0,6,4458,2247,1,0.883,1,1,0,0,0
2303,user_119,2.02,DEPOSIT,2026-05-02T20:09:11.123742,20,5,4458,2247,1,0.01,1,0,0,0,0
2304,user_119,63.69,DEPOSIT,2025-08-21T07:33:11.123742,7,3,4458,2247,2,0.318,0,0,0,0,0
2305,user_119,113.65,DEPOSIT,2025-11-12T02:12:11.123742,2,2,4458,2247,0,0.568,0,1,0,0,0
2306,user_119,328.44,DEPOSIT,2026-05-11T18:18:11.123742,18,0,4458,2247,2,1.642,0,0,0,0,0
2307,user_119,54.68,DEPOSIT,2025-12-02T06:57:11.123742,6,1,4458,2247,0,0.273,0,0,0,0,0
2308,user_119,37.99,TRANSFER,2025-09-30T04:30:11.123742,4,1,4458,2247,1,0.19,0,1,0,0,0
